Id	Word	Percentage Known	Prevalence	N	Length	Coltheart's N	OLD20	Relative Frequency	Zipf	Relative Contextual Diversity	Logarithm Contextual Diversity
33972	ricar	0.18	-0.91	430	5	5	1.60	0.00	0.56	11.89	1.11
33973	ricí	0.56	0.15	410	4	3	1.80	0.13	2.12	332.78	2.52
33974	riciner	0.29	-0.55	407	7	0	2.65	0.00	0.56	11.89	1.11
33975	rickettsiosi	0.08	-1.36	422	12	0	5.70	0.00	0.56	11.89	1.11
33976	rictus	0.83	0.96	405	6	0	1.90	0.48	2.68	855.71	2.93
33977	ridícul	1.00	2.33	411	7	0	3.30	31.54	4.50	80781.07	4.91
33978	ridículament	0.97	1.81	427	12	0	4.55	0.17	2.24	558.59	2.75
33979	ridiculesa	0.97	1.76	410	10	0	3.65	0.13	2.12	427.85	2.63
33980	ridiculitzar	1.00	2.58	413	12	1	1.90	0.49	2.69	1545.03	3.19
33981	ridorta	0.22	-0.78	403	7	1	2.50	0.01	1.03	35.65	1.56
33982	riellera	0.65	0.39	418	8	1	2.15	0.01	1.03	23.77	1.39
33983	rient	1.00	2.44	411	5	4	1.65	13.48	4.13	32813.97	4.52
33984	riera	1.00	2.44	413	5	4	1.50	29.84	4.48	28903.86	4.46
33985	rierada	0.96	1.71	411	7	0	2.00	0.15	2.19	380.31	2.58
33986	rieral	0.85	1.03	416	6	1	1.85	0.01	1.16	35.65	1.56
33987	rierenc	0.93	1.45	423	7	0	2.30	0.00	0.56	11.89	1.11
33988	rieró	0.79	0.78	382	5	2	1.90	0.00	0.56	11.89	1.11
33989	rierol	0.99	2.25	408	6	1	1.85	4.25	3.63	8913.61	3.95
33990	rifa	0.98	1.98	421	4	17	1.00	2.13	3.33	5003.51	3.70
33991	rifada	0.89	1.20	408	6	4	1.75	0.00	0.56	11.89	1.11
33992	rifaire	0.87	1.11	401	7	1	2.30	0.00	0.56	11.89	1.11
33993	rifar	0.98	1.89	403	5	3	1.70	0.46	2.66	1366.75	3.14
33994	rifeny	0.48	-0.06	407	6	0	2.20	0.04	1.56	35.65	1.56
33995	rifle	0.88	1.16	393	5	0	1.95	4.32	3.64	7689.47	3.89
33996	rígid	1.00	2.58	429	5	0	1.85	1.94	3.29	5609.63	3.75
33997	rígidament	0.99	2.07	416	10	0	2.80	0.04	1.56	118.85	2.08
33998	rigidesa	0.99	2.18	411	8	0	2.40	1.25	3.10	3470.37	3.54
33999	rigodon	0.28	-0.59	416	7	0	2.85	0.03	1.40	35.65	1.56
34000	rigor	0.99	2.11	402	5	2	1.80	5.63	3.75	15010.52	4.18
34001	rigorisme	0.71	0.55	428	9	0	2.85	0.00	0.56	11.89	1.11
34002	rigorista	0.64	0.35	421	9	0	2.75	0.04	1.60	130.73	2.12
34003	rigorós	1.00	2.33	410	7	2	2.30	2.89	3.46	8711.57	3.94
34004	rigorosament	0.99	2.11	402	12	1	3.30	0.65	2.81	2044.19	3.31
34005	rim	0.26	-0.63	410	3	22	1.00	0.30	2.47	439.74	2.64
34006	rima	0.97	1.82	408	4	18	1.00	3.24	3.51	7701.36	3.89
34007	rimaia	0.17	-0.93	432	6	2	1.85	0.01	0.86	23.77	1.39
34008	rimaire	0.68	0.47	413	7	1	2.15	0.01	1.03	35.65	1.56
34009	rimar	0.97	1.76	406	5	8	1.40	0.45	2.66	1093.40	3.04
34010	rímel	0.90	1.24	425	5	0	1.90	0.83	2.92	2281.88	3.36
34011	rimer	0.30	-0.52	399	5	10	1.25	0.02	1.33	47.54	1.69
34012	ring	0.79	0.79	411	4	7	1.50	37.29	4.57	47360.98	4.68
34013	rinitis	0.91	1.32	437	7	1	2.10	0.12	2.07	213.93	2.33
34014	rinoceront	0.97	1.83	418	10	0	3.75	7.20	3.86	6227.64	3.79
34015	rinoceròtids	0.44	-0.15	409	12	0	4.80	0.00	0.56	11.89	1.11
34016	rinoplàstia	0.98	2.04	436	11	0	3.70	0.17	2.23	356.54	2.55
34017	rinxol	0.92	1.40	394	6	1	1.85	0.00	0.56	11.89	1.11
34018	rínxol	0.99	2.08	437	6	2	2.10	0.22	2.34	522.93	2.72
34019	rinxolar	0.97	1.88	432	8	1	2.20	0.03	1.51	71.31	1.86
34020	riolera	0.62	0.30	452	7	1	1.95	0.01	1.03	11.89	1.11
34021	riolita	0.24	-0.71	401	7	0	2.05	0.03	1.46	47.54	1.69
34022	riosta	0.26	-0.65	431	6	0	1.85	0.00	0.56	11.89	1.11
34023	riota	0.91	1.32	423	5	4	1.55	1.54	3.19	4480.57	3.65
34024	ripari	0.09	-1.30	419	6	2	1.75	0.00	0.56	11.89	1.11
34025	ripoll	0.94	1.54	434	6	1	1.95	4.59	3.66	8331.25	3.92
34026	ripollès	0.99	2.09	452	8	1	2.70	3.21	3.51	7428.01	3.87
34027	ripuari	0.06	-1.48	434	7	0	2.70	0.00	0.56	11.89	1.11
34028	riquer	0.38	-0.29	414	6	3	1.80	0.77	2.89	748.74	2.88
34029	riquesa	0.99	2.24	397	7	1	1.90	20.58	4.31	47467.94	4.68
34030	ris	0.40	-0.25	392	3	27	1.00	0.27	2.44	641.78	2.81
34031	risc	1.00	2.44	425	4	7	1.45	53.40	4.73	104966.66	5.02
34032	riscle	0.47	-0.07	398	6	2	1.80	0.01	0.86	11.89	1.11
34033	riscós	0.66	0.40	410	6	2	1.80	0.00	0.56	11.89	1.11
34034	risible	0.51	0.03	422	7	1	2.55	0.01	0.86	23.77	1.39
34035	risiblement	0.46	-0.10	422	11	1	3.60	0.00	0.56	11.89	1.11
34036	rissada	0.79	0.78	434	7	2	1.90	0.04	1.63	118.85	2.08
34037	rissar	0.76	0.69	423	6	3	1.80	0.01	1.16	23.77	1.39
34038	rístol	0.44	-0.15	412	6	0	2.00	0.02	1.33	35.65	1.56
34039	ritmar	0.61	0.29	404	6	1	1.90	0.00	0.56	11.89	1.11
34040	ritme	1.00	2.34	431	5	2	1.70	61.39	4.79	127749.85	5.11
34041	rítmic	1.00	2.58	427	6	0	2.00	0.48	2.68	1283.56	3.11
34042	rítmicament	0.99	2.08	432	11	0	2.80	0.41	2.61	1212.25	3.08
34043	ritu	0.70	0.53	427	4	5	1.65	1.21	3.08	2994.97	3.48
34044	ritual	0.99	2.20	439	6	0	1.95	12.64	4.10	29260.41	4.47
34045	ritualisme	0.94	1.52	414	10	0	2.75	0.01	0.86	11.89	1.11
34046	ritualista	0.94	1.55	412	10	0	2.75	0.03	1.40	83.19	1.93
34047	riu	1.00	2.58	411	3	18	1.00	273.88	5.44	274111.31	5.44
34048	riuada	1.00	2.44	423	6	3	1.80	1.44	3.16	3434.71	3.54
34049	riurau	0.49	-0.02	392	6	2	1.85	0.01	1.16	23.77	1.39
34050	riure	1.00	2.58	394	5	6	1.50	66.11	4.82	137804.40	5.14
34051	rival	0.98	1.95	433	5	4	1.70	29.39	4.47	59376.52	4.77
34052	rivalitat	1.00	2.58	405	9	0	1.95	4.24	3.63	10327.90	4.01
34053	rivalitzar	0.99	2.26	425	10	1	1.85	0.35	2.55	1152.83	3.06
34054	rivet	0.86	1.06	445	5	5	1.60	0.47	2.67	653.67	2.82
34055	rivetat	0.50	0.00	423	7	0	2.05	0.06	1.76	154.50	2.19
34056	rizòfag	0.44	-0.16	419	7	0	3.00	0.01	1.03	11.89	1.11
34057	rizòfit	0.33	-0.42	443	7	0	2.90	0.01	1.03	23.77	1.39
34058	rizoide	0.41	-0.21	398	7	0	2.55	0.01	1.16	47.54	1.69
34059	rizoma	0.58	0.21	424	6	0	2.15	0.05	1.70	166.39	2.22
34060	rizòpodes	0.51	0.02	420	9	0	3.45	0.00	0.56	11.89	1.11
34061	rizosfera	0.42	-0.21	414	9	0	3.00	0.00	0.56	11.89	1.11
34062	ro	0.20	-0.84	451	2	26	1.00	3.65	3.56	6120.68	3.79
34063	roal	0.20	-0.82	425	4	6	1.45	0.03	1.51	95.08	1.98
34064	roassa	0.17	-0.95	397	6	0	1.85	0.01	0.86	11.89	1.11
34065	roba	1.00	2.44	424	4	17	1.00	109.17	5.04	193888.83	5.29
34066	robada	0.99	2.12	413	6	7	1.60	2.04	3.31	5882.98	3.77
34067	robador	0.75	0.66	421	7	2	1.75	0.12	2.06	166.39	2.22
34068	robament	0.61	0.27	389	8	1	1.85	0.01	1.16	35.65	1.56
34069	robar	1.00	2.44	439	5	9	1.30	51.02	4.71	101757.76	5.01
34070	robatori	1.00	2.34	418	8	2	2.20	15.20	4.18	30650.93	4.49
34071	robaveller	0.31	-0.49	402	10	0	3.60	0.00	0.56	11.89	1.11
34072	rober	0.39	-0.27	431	5	12	1.20	0.29	2.46	392.20	2.60
34073	robí	0.75	0.67	413	4	8	1.45	1.11	3.05	2067.96	3.32
34074	robínia	0.36	-0.35	432	7	0	2.60	0.02	1.33	47.54	1.69
34075	roboratiu	0.20	-0.83	443	9	0	3.50	0.00	0.56	11.89	1.11
34076	robot	1.00	2.58	441	5	4	1.70	39.49	4.60	44437.31	4.65
34077	robòtica	1.00	2.58	418	8	1	2.65	2.49	3.40	4944.08	3.69
34078	robotització	0.99	2.18	414	12	0	3.00	0.04	1.60	95.08	1.98
34079	robotitzar	0.99	2.26	432	10	1	2.50	0.03	1.40	71.31	1.86
34080	robust	0.99	2.25	404	6	0	1.95	1.75	3.24	3910.10	3.59
34081	robustesa	0.90	1.25	420	9	0	3.25	0.08	1.88	225.81	2.36
34082	roc	0.98	1.89	406	3	28	1.00	28.21	4.45	16745.70	4.22
34083	roca	1.00	2.44	420	4	24	1.00	44.45	4.65	67232.38	4.83
34084	rocabertí	0.51	0.03	395	9	0	3.45	0.06	1.76	118.85	2.08
34085	rocafort	0.96	1.75	428	8	0	2.60	1.16	3.06	2115.50	3.33
34086	rocall	0.91	1.33	411	6	1	1.85	0.02	1.33	71.31	1.86
34087	rocalla	0.88	1.13	417	7	3	1.80	0.15	2.17	225.81	2.36
34088	rocallós	0.94	1.54	405	8	2	2.35	0.47	2.68	1342.98	3.13
34089	rocam	0.74	0.65	417	5	5	1.65	0.16	2.20	487.28	2.69
34090	rocambolesc	0.99	2.24	395	11	0	4.05	0.17	2.23	499.16	2.70
34091	rock	0.95	1.64	409	4	2	1.80	35.48	4.55	50320.30	4.70
34092	rococó	0.92	1.38	426	6	0	2.80	0.54	2.73	1438.06	3.16
34093	rocós	0.99	2.18	409	5	4	1.75	1.43	3.15	4028.95	3.61
34094	roda	1.00	2.58	437	4	24	1.00	34.28	4.54	64463.22	4.81
34095	rodada	0.96	1.65	425	6	9	1.50	1.85	3.27	5027.28	3.70
34096	rodadits	0.81	0.88	422	8	0	2.70	0.02	1.33	11.89	1.11
34097	rodador	0.84	0.97	414	7	3	1.65	0.08	1.88	106.96	2.03
34098	rodal	0.70	0.53	409	5	8	1.45	0.10	1.99	237.70	2.38
34099	rodalanya	0.25	-0.66	404	9	0	3.40	0.01	0.86	11.89	1.11
34100	rodalia	0.98	1.94	466	7	2	1.90	1.75	3.24	4932.20	3.69
34101	rodament	0.96	1.69	420	8	1	1.90	0.09	1.97	273.35	2.44
34102	rodamon	0.96	1.74	415	7	2	2.30	0.03	1.51	106.96	2.03
34103	rodamot	0.53	0.08	442	7	1	2.50	0.01	0.86	11.89	1.11
34104	rodanxa	0.96	1.66	409	7	1	1.95	0.38	2.58	1010.21	3.01
34105	rodanxó	0.92	1.40	433	7	1	2.75	0.61	2.79	1378.64	3.14
34106	rodar	0.99	2.25	418	5	12	1.10	19.99	4.30	40277.63	4.61
34107	rodat	0.99	2.21	454	5	10	1.25	4.56	3.66	12740.52	4.11
34108	rodatge	1.00	2.58	422	7	0	1.95	15.12	4.18	26372.40	4.42
34109	rodeig	0.79	0.78	405	6	0	2.00	0.04	1.56	95.08	1.98
34110	rodejar	0.89	1.19	447	7	1	1.80	0.70	2.84	2198.69	3.34
34111	rodell	0.76	0.71	424	6	2	1.70	0.01	1.16	23.77	1.39
34112	rodella	0.66	0.40	420	7	4	1.75	0.09	1.97	261.47	2.42
34113	rodenc	0.66	0.40	431	6	3	1.70	0.02	1.25	47.54	1.69
34114	rodenticida	0.26	-0.63	382	11	0	4.30	0.01	1.16	23.77	1.39
34115	roder	0.52	0.05	420	5	15	1.00	0.01	0.86	23.77	1.39
34116	rodera	0.89	1.18	437	6	8	1.55	0.14	2.15	332.78	2.52
34117	rodet	0.97	1.81	425	5	11	1.30	2.14	3.33	4456.81	3.65
34118	rodeta	0.98	2.01	407	6	6	1.65	0.47	2.67	1105.29	3.04
34119	rodi	0.65	0.38	434	4	17	1.00	0.76	2.88	1354.87	3.13
34120	rodó	1.00	2.44	417	4	12	1.30	10.65	4.03	29200.98	4.47
34121	rododendre	0.55	0.12	430	10	0	3.85	0.07	1.81	213.93	2.33
34122	rodofícies	0.21	-0.81	423	10	0	3.85	0.01	0.86	23.77	1.39
34123	ròdol	0.62	0.31	405	5	4	1.80	0.00	0.56	11.89	1.11
34124	rodolada	0.93	1.42	421	8	4	1.80	0.03	1.40	47.54	1.69
34125	rodolament	0.86	1.07	449	10	1	2.60	0.05	1.73	130.73	2.12
34126	rodolar	1.00	2.35	439	7	3	1.70	1.29	3.11	3446.60	3.54
34127	rodolí	0.99	2.26	429	6	7	1.60	0.59	2.77	1616.33	3.21
34128	rodona	1.00	2.58	420	6	4	1.80	9.52	3.98	22961.46	4.36
34129	rodonament	0.72	0.57	425	10	1	2.65	0.03	1.40	71.31	1.86
34130	rodonesa	0.66	0.40	421	8	1	2.10	0.07	1.81	202.04	2.31
34131	rodonita	0.21	-0.79	423	8	1	2.60	0.00	0.56	11.89	1.11
34132	roent	0.99	2.08	432	5	2	1.70	1.44	3.16	3993.30	3.60
34133	roentgeni	0.20	-0.85	435	9	1	3.60	0.00	0.56	11.89	1.11
34134	roentor	0.69	0.48	430	7	1	2.30	0.03	1.46	95.08	1.98
34135	rogall	0.47	-0.08	418	6	3	1.85	0.02	1.25	23.77	1.39
34136	rogallós	0.71	0.55	404	8	1	2.60	0.03	1.51	83.19	1.93
34137	rogatiu	0.76	0.70	415	7	1	2.45	0.01	0.86	23.77	1.39
34138	rogatori	0.83	0.94	410	8	2	2.25	0.01	0.86	23.77	1.39
34139	rogenc	0.99	2.06	409	6	3	1.70	0.87	2.94	2079.84	3.32
34140	rogent	0.96	1.71	437	6	3	1.60	0.65	2.81	1366.75	3.14
34141	roger	0.94	1.52	420	5	8	1.40	43.38	4.64	36498.26	4.56
34142	roget	0.71	0.54	421	5	7	1.40	0.08	1.92	154.50	2.19
34143	rogeta	0.68	0.46	410	6	5	1.70	0.04	1.63	118.85	2.08
34144	rogic	0.24	-0.70	394	5	1	1.95	0.00	0.56	11.89	1.11
34145	rogle	0.26	-0.65	450	5	4	1.55	0.06	1.76	166.39	2.22
34146	roí	0.84	0.96	427	3	12	1.10	0.26	2.41	701.20	2.85
34147	roig	1.00	2.34	415	4	4	1.75	21.52	4.33	31673.03	4.50
34148	roina	0.67	0.44	416	5	5	1.55	0.10	2.00	273.35	2.44
34149	roinar	0.55	0.12	420	6	0	1.95	0.00	0.56	11.89	1.11
34150	roïndat	0.42	-0.21	407	7	0	2.45	0.01	1.16	47.54	1.69
34151	roinejar	0.68	0.47	427	8	0	2.30	0.00	0.56	11.89	1.11
34152	roïnesa	0.78	0.76	423	7	0	2.40	0.01	0.86	23.77	1.39
34153	roís	0.34	-0.41	412	4	7	1.50	0.01	1.16	47.54	1.69
34154	roja	0.94	1.48	418	4	17	1.00	16.81	4.23	33134.86	4.52
34155	rojal	0.54	0.09	426	5	5	1.60	0.04	1.63	130.73	2.12
34156	rojalet	0.57	0.16	410	7	1	2.40	0.01	1.16	47.54	1.69
34157	rojor	0.72	0.57	409	5	5	1.70	0.00	0.56	11.89	1.11
34158	rol	0.98	1.97	402	3	25	1.00	4.06	3.61	10708.22	4.03
34159	roldor	0.15	-1.01	425	6	0	2.00	0.02	1.33	35.65	1.56
34160	roll	0.43	-0.17	429	4	17	1.00	8.42	3.93	14499.47	4.16
34161	rollar	0.36	-0.35	422	6	9	1.35	0.01	0.86	11.89	1.11
34162	rom	0.89	1.20	420	3	26	1.00	5.52	3.74	8770.99	3.94
34163	roma	0.94	1.50	432	4	24	1.00	39.40	4.60	45732.76	4.66
34164	romà	1.00	2.58	428	4	8	1.45	10.64	4.03	16864.55	4.23
34165	romana	0.99	2.24	398	6	5	1.50	8.76	3.94	14951.09	4.18
34166	romanalla	0.54	0.10	415	9	0	2.95	0.04	1.56	106.96	2.03
34167	romanç	0.96	1.74	415	6	5	1.60	0.22	2.34	582.36	2.77
34168	romança	0.89	1.21	420	7	4	1.70	0.04	1.63	106.96	2.03
34169	romancejar	0.96	1.67	400	10	1	2.50	0.07	1.81	178.27	2.25
34170	romancer	0.95	1.57	427	8	1	2.30	0.07	1.81	190.16	2.28
34171	romanço	0.90	1.24	414	7	1	1.85	0.07	1.86	213.93	2.33
34172	romandre	1.00	2.35	439	8	2	2.30	0.74	2.87	2246.23	3.35
34173	romanent	0.90	1.26	400	8	0	2.20	0.09	1.95	249.58	2.40
34174	romanès	1.00	2.34	426	7	3	1.80	2.10	3.32	3898.22	3.59
34175	romaní	1.00	2.44	415	6	6	1.60	5.37	3.73	9614.81	3.98
34176	romànic	1.00	2.35	459	7	2	1.75	4.30	3.63	6726.80	3.83
34177	romanista	0.86	1.06	407	9	0	2.45	0.02	1.25	47.54	1.69
34178	romanística	0.88	1.15	440	11	0	3.45	0.01	0.86	23.77	1.39
34179	romanitat	0.71	0.55	415	9	0	2.40	0.06	1.76	130.73	2.12
34180	romanització	0.99	2.11	398	12	0	2.80	0.19	2.28	380.31	2.58
34181	romanitzar	0.98	1.94	417	10	1	2.40	0.01	1.16	47.54	1.69
34182	romàntic	1.00	2.58	424	8	0	2.10	15.70	4.20	40063.70	4.60
34183	romanticisme	1.00	2.58	407	12	0	4.05	3.01	3.48	7974.71	3.90
34184	romanx	0.30	-0.51	422	6	5	1.70	0.05	1.73	130.73	2.12
34185	romàs	0.58	0.19	417	5	9	1.45	0.05	1.67	154.50	2.19
34186	romàtic	0.53	0.08	429	7	3	1.65	0.02	1.25	59.42	1.78
34187	rombal	0.33	-0.42	406	6	1	1.95	0.01	0.86	23.77	1.39
34188	rombe	0.83	0.95	426	5	2	1.75	0.42	2.62	938.90	2.97
34189	ròmbic	0.72	0.59	410	6	0	2.60	0.08	1.90	261.47	2.42
34190	romboencèfal	0.52	0.05	415	12	0	5.60	0.00	0.56	11.89	1.11
34191	romboidal	0.91	1.30	433	9	1	3.40	0.00	0.56	11.89	1.11
34192	romboide	0.96	1.67	401	8	0	2.80	0.02	1.25	59.42	1.78
34193	romeguera	0.82	0.91	405	9	2	2.65	0.03	1.51	47.54	1.69
34194	romegueró	0.36	-0.35	414	9	2	2.85	0.00	0.56	11.89	1.11
34195	romer	0.67	0.43	402	5	13	1.15	0.19	2.27	380.31	2.58
34196	romeria	0.84	0.96	425	7	0	1.95	0.27	2.44	487.28	2.69
34197	romesco	0.97	1.82	439	7	0	2.70	2.51	3.40	3137.59	3.50
34198	romeu	0.94	1.49	435	5	8	1.50	7.97	3.90	8402.56	3.92
34199	romiatge	0.63	0.32	414	8	1	2.50	0.09	1.95	273.35	2.44
34200	romiol	0.32	-0.46	413	6	0	2.25	0.00	0.56	11.89	1.11
34201	rompedor	0.37	-0.33	440	8	0	2.85	0.04	1.63	142.62	2.16
34202	rompent	0.60	0.26	403	7	0	1.90	0.35	2.54	772.51	2.89
34203	rompre	0.88	1.13	417	6	3	1.85	0.22	2.35	618.01	2.79
34204	rompuda	0.69	0.50	410	7	0	2.70	0.03	1.46	83.19	1.93
34205	ronc	0.98	1.99	433	4	10	1.20	0.80	2.91	1794.61	3.25
34206	roncadissa	0.81	0.87	403	10	0	2.90	0.00	0.56	11.89	1.11
34207	roncador	0.96	1.72	420	8	1	1.85	0.14	2.14	273.35	2.44
34208	roncaire	0.92	1.39	401	8	1	2.35	0.03	1.40	83.19	1.93
34209	roncal	0.66	0.42	435	6	3	1.75	0.16	2.21	273.35	2.44
34210	roncar	1.00	2.34	418	6	7	1.45	1.22	3.09	3363.40	3.53
34211	roncor	0.42	-0.19	2235	6	2	1.85	0.02	1.25	23.77	1.39
34212	ronda	0.99	2.06	406	5	15	1.00	27.30	4.44	52328.83	4.72
34213	rondador	0.88	1.17	411	8	1	1.85	0.26	2.42	475.39	2.68
34214	rondaire	0.92	1.40	406	8	1	2.30	0.01	1.03	35.65	1.56
34215	rondalla	0.99	2.26	426	8	0	2.40	0.57	2.75	1307.33	3.12
34216	rondallaire	0.93	1.44	409	11	0	3.55	0.21	2.33	273.35	2.44
34217	rondaller	0.95	1.56	404	9	1	2.80	0.00	0.56	11.89	1.11
34218	rondallístic	0.74	0.62	412	12	0	4.55	0.01	1.03	35.65	1.56
34219	rondar	0.98	2.03	425	6	5	1.55	1.83	3.26	5692.83	3.76
34220	rondell	0.61	0.27	428	7	0	1.95	0.22	2.35	142.62	2.16
34221	rondinaire	0.99	2.25	412	10	0	2.65	4.54	3.66	9139.42	3.96
34222	rondinar	0.99	2.26	433	8	1	1.80	1.75	3.24	5300.63	3.72
34223	rondó	0.74	0.65	429	5	6	1.60	0.03	1.51	106.96	2.03
34224	rònec	0.79	0.81	418	5	3	1.80	0.11	2.03	249.58	2.40
34225	ronquera	0.94	1.55	390	8	1	1.90	0.04	1.63	71.31	1.86
34226	ronsa	0.77	0.74	425	5	7	1.50	0.29	2.46	903.25	2.96
34227	ronsal	0.53	0.09	445	6	1	1.80	0.11	2.03	249.58	2.40
34228	ronsejar	0.92	1.38	404	8	1	1.95	0.03	1.46	95.08	1.98
34229	ronxo	0.69	0.48	406	5	8	1.45	0.01	0.86	23.77	1.39
34230	ronya	0.97	1.78	422	5	14	1.10	0.97	2.99	1747.07	3.24
34231	ronyac	0.46	-0.09	401	6	3	1.80	0.04	1.63	59.42	1.78
34232	ronyar	0.49	-0.03	433	6	6	1.60	0.00	0.56	11.89	1.11
34233	ronyera	0.63	0.32	415	7	0	2.00	0.00	0.56	11.89	1.11
34234	ronyó	0.99	2.13	430	5	7	1.55	6.97	3.84	10125.86	4.01
34235	ronyonada	0.97	1.85	440	9	0	2.90	0.22	2.35	677.43	2.83
34236	ronyós	0.98	1.95	431	6	1	1.90	0.56	2.75	1390.52	3.14
34237	roquer	0.91	1.30	376	6	3	1.65	0.93	2.97	1889.69	3.28
34238	roquerar	0.42	-0.19	412	8	1	1.90	0.01	0.86	23.77	1.39
34239	roquerol	0.57	0.17	400	8	1	2.35	0.02	1.33	71.31	1.86
34240	roquet	0.78	0.78	422	6	8	1.40	0.45	2.65	487.28	2.69
34241	roquetar	0.41	-0.24	432	8	1	1.90	0.01	0.86	23.77	1.39
34242	roquill	0.18	-0.91	450	7	0	2.75	0.01	0.86	23.77	1.39
34243	roquissar	0.45	-0.13	412	9	0	2.65	0.03	1.46	95.08	1.98
34244	rorqual	0.31	-0.50	435	7	0	2.85	0.86	2.94	736.86	2.87
34245	ros	0.99	2.27	440	3	31	1.00	11.71	4.07	21166.85	4.33
34246	rosa	1.00	2.44	426	4	27	1.00	69.86	4.84	89124.21	4.95
34247	rosaci	0.81	0.88	427	6	1	1.90	0.03	1.40	83.19	1.93
34248	rosada	1.00	2.44	409	6	7	1.55	2.28	3.36	5859.21	3.77
34249	rosar	0.62	0.31	436	5	13	1.10	0.01	0.86	23.77	1.39
34250	rosari	1.00	2.58	430	6	2	1.70	2.29	3.36	5906.75	3.77
34251	rosassa	0.72	0.58	428	7	0	1.95	0.15	2.17	285.24	2.46
34252	rosat	1.00	2.44	438	5	10	1.20	2.68	3.43	5882.98	3.77
34253	rosbif	0.76	0.69	414	6	0	1.95	0.76	2.88	1390.52	3.14
34254	rosca	0.98	1.92	392	5	11	1.20	2.86	3.46	7475.55	3.87
34255	roscar	0.87	1.09	416	6	6	1.55	0.04	1.56	95.08	1.98
34256	rosec	0.83	0.93	428	5	6	1.50	0.11	2.03	237.70	2.38
34257	rosegaaltars	0.49	-0.02	404	12	0	4.85	0.03	1.51	83.19	1.93
34258	rosegada	0.96	1.66	414	8	1	1.95	0.18	2.26	534.82	2.73
34259	rosegador	0.95	1.64	437	9	0	2.40	2.61	3.42	5847.33	3.77
34260	rosegall	0.81	0.88	403	8	0	2.15	0.03	1.40	23.77	1.39
34261	rosegar	0.96	1.75	420	7	2	1.70	2.15	3.33	6512.88	3.81
34262	rosegó	0.89	1.20	444	6	3	1.80	0.33	2.52	415.97	2.62
34263	rosella	0.99	2.14	446	7	3	1.80	1.60	3.21	2079.84	3.32
34264	rosèola	0.44	-0.15	431	7	1	2.50	0.00	0.56	11.89	1.11
34265	roser	1.00	2.58	426	5	13	1.20	18.95	4.28	17767.80	4.25
34266	roserar	0.50	0.00	454	7	1	1.90	0.09	1.95	213.93	2.33
34267	roseta	0.97	1.78	429	6	8	1.35	0.51	2.71	1117.17	3.05
34268	roseti	0.22	-0.76	438	6	2	1.80	0.01	1.03	35.65	1.56
34269	rosetó	0.89	1.21	412	6	3	1.80	0.11	2.05	320.89	2.51
34270	rosolis	0.15	-1.03	428	7	2	1.90	0.02	1.33	23.77	1.39
34271	rosquilla	0.59	0.23	403	9	0	2.60	0.18	2.25	404.08	2.61
34272	rossa	0.95	1.64	439	5	17	1.00	9.81	3.99	19978.37	4.30
34273	rossec	0.89	1.23	418	6	7	1.50	0.01	1.03	35.65	1.56
34274	ròssec	0.77	0.74	425	6	4	1.75	0.47	2.67	998.32	3.00
34275	rossegall	0.81	0.88	448	9	0	2.35	0.06	1.79	118.85	2.08
34276	rossegar	0.91	1.31	418	8	3	1.75	0.01	0.86	23.77	1.39
34277	rossejar	0.96	1.69	417	8	3	1.65	0.14	2.16	392.20	2.60
34278	rossejat	0.96	1.70	430	8	2	1.70	0.17	2.22	451.62	2.66
34279	rossell	0.87	1.13	423	7	2	1.80	1.83	3.26	2876.13	3.46
34280	rossellona	0.81	0.88	416	10	0	3.10	0.07	1.83	47.54	1.69
34281	rossellonès	0.97	1.80	411	11	1	3.25	0.14	2.15	297.12	2.47
34282	rossenc	0.96	1.65	423	7	2	1.65	0.04	1.63	106.96	2.03
34283	rosset	0.96	1.70	423	6	7	1.30	0.85	2.93	2305.65	3.36
34284	rosseta	0.94	1.52	403	7	7	1.45	0.77	2.89	2186.81	3.34
34285	rossí	0.61	0.27	436	5	5	1.70	0.14	2.15	309.01	2.49
34286	rossinyol	1.00	2.58	401	9	0	3.35	4.59	3.66	6394.03	3.81
34287	rossinyolic	0.59	0.23	416	11	0	4.40	0.04	1.63	118.85	2.08
34288	rossola	0.31	-0.48	413	7	2	1.85	0.01	0.86	23.77	1.39
34289	rossolar	0.42	-0.21	413	8	2	1.90	0.00	0.56	11.89	1.11
34290	rossolera	0.34	-0.42	438	9	0	2.85	0.00	0.56	11.89	1.11
34291	rossor	0.82	0.92	416	6	2	1.80	0.00	0.56	11.89	1.11
34292	rost	0.53	0.08	429	4	16	1.00	0.11	2.05	273.35	2.44
34293	rosta	0.63	0.34	424	5	13	1.00	0.29	2.47	618.01	2.79
34294	rostada	0.57	0.18	413	7	4	1.65	0.05	1.67	118.85	2.08
34295	rostar	0.56	0.16	394	6	8	1.40	0.12	2.06	261.47	2.42
34296	rosteta	0.40	-0.24	440	7	1	1.90	0.01	1.03	35.65	1.56
34297	rostida	0.99	2.12	412	7	1	1.90	1.24	3.09	3101.94	3.49
34298	rostidor	0.97	1.84	428	8	0	2.35	0.09	1.94	166.39	2.22
34299	rostidoria	0.70	0.53	409	10	0	3.05	0.02	1.25	11.89	1.11
34300	rostiment	0.91	1.33	410	9	0	2.70	0.00	0.56	11.89	1.11
34301	rostir	1.00	2.34	427	6	7	1.50	1.83	3.26	4955.97	3.70
